node,importance_score,HIV_vs_Healthy
ROCK2,0.1427158400452169,-0.28496530986929103
MYLPF,0.035678960011304224,0.0
NCF4,0.10703688003391268,-0.0005621135469364812
PRKCA,0.14483538222410625,-0.03940473976829686
ITGB1,0.035678960011304224,0.0
RAPGEF3,0.3237953935283312,0.0
PRKCG,0.07135792002260845,0.0
RAP1B,0.08803165182987141,-0.3415232147398935
CYBA,0.035678960011304224,-0.5874797985673279
PECAM1,0.07135792002260845,0.0
ROCK1,0.1427158400452169,0.0
PLCG1,0.035678960011304224,-0.6671762633585933
CTNNB1,0.035678960011304224,0.0
BCAR1,0.035678960011304224,-0.16708023689986898
MYL9,0.035678960011304224,0.0010674356111297872
ICAM1,0.7140031086618623,-0.12595129550226722
MMP2,0.035678960011304224,-0.5130698269600161
RAP1A,0.06966228627949696,0.0
PTK2B,0.03483114313974848,-0.0455501277961027
CDH5,0.10703688003391268,0.0
PXN,0.035678960011304224,-0.5795870037882362
CXCR4,0.0705101031510527,0.0
ARHGAP35,0.03398332626819274,0.0
RHOA,0.4281475201356507,-0.24945170266055885
NCF2,0.035678960011304224,0.0
SIPA1,0.03483114313974848,-0.38738203172445507
MMP9,0.035678960011304224,-0.07316941357298118
VCAM1,1.0,0.0
MSN,0.7475625264942772,-0.08885180140445947
ITGAL,0.06966228627949696,0.0
OCLN,0.06994489190334888,-0.03492676188705274
MYL2,0.035678960011304224,0.0
ITGB2,0.06966228627949696,0.0
RAC1,0.21407376006782536,-0.0005621135469364812
MYL7,0.035678960011304224,-0.01469067419733941
EZR,0.035678960011304224,-0.5618494360086701
THY1,0.1019499788045782,-0.0675672085978641
ITGAM,0.017521548678818707,-0.30552382662232036
MYL5,0.035678960011304224,-0.0017052711350571685
MYL10,0.035678960011304224,0.0
PLCG2,0.14398756535255053,-0.5968610797892853
ITGA4,0.0351137487636004,0.0
JAM2,0.011586830577928501,-0.38714692719912047
PRKCB,0.1083086053412463,-0.2430034267247894
NCF1,0.035678960011304224,-0.15957032663346504
RASSF5,0.18065564504733644,-0.24896531109061323
CTNND1,0.035678960011304224,-0.5779079910806839
F11R,0.12265084075173097,0.0
JAM3,0.035043097357637415,-0.672421536917975
RAPGEF4,0.28726861664547126,-0.06522410193887954
ESAM,0.06994489190334888,-0.0005621135469364812
PTK2,0.035678960011304224,-0.13901242054154037
ARHGAP5,0.03398332626819274,-0.3172024149204049
CXCL12,0.10618906316235693,0.0
