node,importance_score,HIV_vs_Healthy
CDC42,0.42930846314118465,0.0
ARHGEF7,0.2546879650759004,0.0
ITGB1,0.4910209346165294,0.0
ROCK1,0.16772497271554718,0.0
BDKRB2,0.7142573668022622,-0.0005621135469364812
PPP1R12B,0.030856235737672388,0.0
ITGB5,0.016965968846115686,-0.13610720033561932
MYL9,0.01775969838277607,0.0
ARPC5,0.016965968846115686,-0.6603493775378694
LPAR1,0.07322154975692033,-0.33683852807468634
FGD3,0.4540132949697391,0.0
FGFR2,0.02470483182855442,0.0
PXN,0.0,0.0
LIMK2,0.016767536461950592,0.0
GSN,0.0009921619208254787,-0.6369094563620048
ITGA8,0.016965968846115686,-0.013023264050777694
SLC9A1,0.09524754439924596,-0.3667441290278061
ITGAL,0.016965968846115686,0.0
MRAS,0.02470483182855442,-0.009574860792167905
RRAS,0.015576942156960016,-0.4558035552078859
RAC1,0.22055759499950392,-0.0011242270938729624
MYL7,0.00019843238416509574,-0.672421536917975
PAK1,0.40619109038595097,-0.2813218003877087
SRC,0.03393193769223137,-0.5393768020227538
MYL10,0.01775969838277607,0.0
FGF2,0.0005952971524952872,-0.018916754372867883
DIAPH1,0.02381188609981149,0.0
LPAR2,0.019247941264014287,-0.40071703826921545
INS,0.04950887984919139,-0.006783223551733225
CHRM1,0.05258458180375037,-0.020255018183961047
RAC3,0.4401230280781824,0.0
FGF1,0.11320567516618713,0.0
PPP1R12C,0.030856235737672388,-0.38019699316578626
MYLPF,0.01775969838277607,0.0
FGFR3,0.02420875086814168,-0.3177645284673414
ITGA5,0.016965968846115686,-0.0005621135469364812
ITGA9,0.016965968846115686,-0.012404359021098035
BCAR1,0.016965968846115686,-0.6387851019452915
PDGFA,0.0913781129080266,-0.04839855651928055
CRK,0.016965968846115686,-0.023627699465579934
ITGA2,0.016965968846115686,0.0
WASF1,0.08482984423057843,-0.0742557796783587
ITGA6,0.016965968846115686,-0.5125266439073274
ARHGEF6,0.5099712273042961,-0.016339153849653405
BAIAP2,0.1357277507689255,0.0
BRAF,0.04137315209842246,0.0
RHOA,0.4427026490723286,0.0
CXCL12,0.07123722591526938,-0.4069818105430029
FN1,1.0,-0.533525752647445
RAF1,0.05308066276416311,-0.06691044257968898
ACTR2,0.016965968846115686,-0.2241565930484172
BDKRB1,0.024804048020636967,0.0
MYL5,0.01775969838277607,-0.02598973661881221
GNA12,0.4930052584581804,-0.002886289711673306
DIAPH2,0.02381188609981149,0.0
ITGAX,0.016965968846115686,-0.05853553085838494
ITGB6,0.016965968846115686,-0.0017052711350571685
LIMK1,0.016767536461950592,0.0
NRAS,0.014783212620299633,-0.6570405103416984
ARHGEF12,0.4665145351721401,0.0
EGF,0.0885008433376327,-0.013509655620723274
ITGA1,0.016965968846115686,-0.46396351422031246
FGF23,0.024804048020636967,0.0
NCKAP1,0.10179581307669412,0.0
ITGAD,0.016965968846115686,-0.41957547450657817
ITGB3,0.016965968846115686,0.0
PDGFRB,0.02420875086814168,-0.3453517545362197
ROCK2,0.33068756821113204,0.0
RAC2,0.20359162615338824,-0.012423289515345761
LPAR4,0.024804048020636967,0.0
ARAF,0.034725667228891755,-0.4390543424263825
ENAH,0.016965968846115686,-0.15825679459711484
ITGB7,0.016965968846115686,-0.01469067419733941
F2R,0.030856235737672388,-0.3866037441464317
F2,0.05734695902371267,-0.4797594850172771
GIT1,0.04960809604127393,-0.46019604053446284
DIAPH3,0.16043258259747992,0.0
CHRM3,0.026788371862287927,-0.0675672085978641
FGF19,0.010120051592419884,-0.5612873224617336
ITGAE,0.016965968846115686,0.0
CXCR4,0.05208850084333763,-0.5089646576832312
IQGAP1,0.016965968846115686,-0.10472349417841503
PDGFRA,0.02470483182855442,-0.008450633698294943
WASF2,0.10179581307669412,0.0
ARHGAP35,0.016965968846115686,0.0
FGFR1,0.024804048020636967,-0.0011242270938729624
FGFR4,0.024307967060224228,-0.4127165289778541
INSRR,0.024307967060224228,-0.738076765596819
CHRM2,0.024804048020636967,0.0
MYL2,0.01775969838277607,-0.24945170266055885
ITGA3,0.016965968846115686,-0.012385428526850312
PAK4,0.12570691536858816,-0.5801491173351727
ITGB2,0.016965968846115686,-0.46581137472333234
RRAS2,0.03075701954558984,-0.4265422017202934
EZR,0.02381188609981149,0.0
ITGAM,0.05089790653834706,-0.4845913410087328
ITGA2B,0.016965968846115686,-0.48873437127401304
PPP1R12A,0.05198928465125509,-0.13901242054154037
ITGA4,0.05089790653834706,-0.6838503648242105
ITGA11,0.03393193769223137,-0.4104622735096129
ABI2,0.10179581307669412,0.0
CHRM4,0.024804048020636967,0.0
CHRM5,0.024804048020636967,0.0
PTK2,0.4740549657704137,0.0005431830526887561
ARHGEF1,0.024605615636471873,-0.0005621135469364812
PAK3,0.10100208354003373,-0.48661385058771556
PAK6,0.02470483182855442,0.0
GNG12,0.6894533187816252,-0.4388473283118671
ITGAV,0.05089790653834706,-0.49787963197897867
HRAS,0.030062506201012005,-0.6251182010900912
PAK2,0.3726560174620498,-0.4157426600825186
LPAR5,0.015080861196547276,-0.5963178967365965
DOCK1,0.45708899692429805,0.0
ITGB4,0.016965968846115686,-0.08883287091021175
RGCC,0.3266197043357476,0.0
MOS,0.05129477130667725,-0.17770360280891895
WASL,0.1003075701954559,-0.5230364268508909
VCL,0.02381188609981149,-0.6005702353396298
RDX,0.02381188609981149,-0.025351901094884825
ITGB8,0.016965968846115686,0.0010674356111297872
MYLK,0.10100208354003373,-0.38794414527139154
MSN,0.02381188609981149,-0.5654789002848428
KRAS,0.03442801865264411,0.0
FGF21,0.04960809604127393,0.0
GNA13,0.01875186030360155,0.0
ARPC4,0.016965968846115686,0.0
ARPC3,0.016965968846115686,-0.028686721388008266
MAP2K2,0.016569104077785494,0.0
MAP2K1,0.016569104077785494,-0.4472863594491715
ITGA10,0.016965968846115686,-0.3800159321482234
FGD1,0.02470483182855442,-0.5619938573599472
ACTR3,9.921619208254787e-05,-0.30552382662232036
PDGFB,0.024804048020636967,0.0
ARPC2,0.016965968846115686,-0.07605570328465448
PIKFYVE,0.07143565829943446,0.0
ITGA7,0.016965968846115686,0.0
EGFR,0.024804048020636967,-1.8930494247725114e-05
TIAM1,0.024804048020636967,0.0
