node,importance_score,HIV_vs_Healthy
PRKCA,0.06441309555496406,-0.28496530986929103
CDC42,0.06441309555496406,-0.4797594850172771
PLCG1,0.06441309555496406,-0.46581137472333234
SHC2,0.06441309555496406,0.0
PRKCG,0.06441309555496406,-0.4127165289778541
PTGS2,0.06654245408570668,-0.6102876854997605
NOS3,0.06441309555496406,0.0
PXN,0.06441309555496406,-0.1109824651717072
MAPKAPK2,0.02608464200159702,-0.3800159321482234
NFATC2,0.13308490817141336,-0.0005621135469364812
RAF1,0.1940377961139207,-0.0005621135469364812
KRAS,0.032738887410167686,-0.738076765596819
MAPKAPK3,0.13308490817141336,0.0
MAP2K2,0.06467926537130689,-0.33762780755259547
SRC,0.06441309555496406,0.0
MAP2K1,0.06467926537130689,0.0
PLCG2,0.35586904445035933,-0.5125266439073274
HSPB1,0.06654245408570668,0.0005431830526887561
KDR,0.9355869044450359,0.0
VEGFA,1.0,-0.05628707667063902
PRKCB,0.06441309555496406,0.0
NRAS,0.06308224647324993,-0.06411880533925429
SH2D2A,0.06441309555496406,0.0
PTK2,0.06441309555496406,-0.533525752647445
HRAS,0.06654245408570668,0.0
